Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2888,3,0.8217,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",g mampu beli bilang aja
2889,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",hp jt kok iklan
2890,2,0.7279,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",gw pake vivo x pro nggk ada light saber awowkkwkw simisquin komennasiputih
2891,5,0.6273,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",userqrpboywbetul penguna xiaomi pasti sudah hatam cara matiin iklan itu fans hp sebelah yang iri kalah saing
2892,3,0.5307,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kalo gw sih nanggung lebih baik nabung dikit lagi ke xiaomi
2893,0,0.5222,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",tonystarkzvemang udah pernah pake bung pocong f ultra bilang ada iklan nya
2894,3,0.7563,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",lucu mainin terus tuh iklan biar puas beli kagak
2895,4,0.9508,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",userqrpboyw apakah kamera f ultra ini sebagus xiaomi ultra kalo ngga ya sama² gimmick
2896,4,0.4835,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",tonystarkzvdi aplikasi bawaan doang bang ya elahhhbisa di matiin juga
2897,1,0.8957,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",yg kamera selfienya gempa itu haegarautoreview
2898,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",itulah kelebihan poco
2899,1,0.6456,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",futriauliyasyaarifnapa coy lebih milih xiaomi dibanding f ultra
2900,4,0.7742,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",markco banyak kelebihannya kalau prosesor sama sihcumankamera jauh bagus xiaomi dan udah jelas kalau xiaomi real flagshipnya xiaomi pasti jadi prioritas dari segi apapun itu
2901,3,0.79,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",markco malah gw mikirnya poco f ultra dibuat agar terlihat xiaomi lebih worth it dibelimirip kaya i phone sama i phone e jatuhnyaopini gw tapi ya ini mah
2902,3,0.55,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",prosessor snapdragon elite harga dibawah jt kamera lumayan cakep masih ngeluh soal iklan btw anda ganti tema tiap menit kah
2903,2,0.7531,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",gapapa garansi itu keitung dari pengguna hidupin hpnya bisa di cek lewat apa gitu lupa nama websitenyahuda
2904,0,0.5332,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",minimal beli juga baru ngomel
2905,0,0.4568,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",huda ga ngaruh itu label imei
2906,1,0.5201,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",harga segitu murah perfoma selangit di atas iphong sampah wajar sih ga heran ada minus dikit
2907,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bg udh bg mi fans nanti ngak terima
2908,3,0.9466,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kocak tinggal di nonaktif pin filtur iklan nya gatau apa so an komen
2909,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bisa dinonaktifkan bang
2910,4,0.9791,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",erdisamschmitzerwkwk padahal iklan muncul di apk bawaan xiaomi aja ya kandan itu apk yg jarang di buka toh juga bisa di matiinpengaturan ada kalo suka utak utik hp mudah bngtt matiin iklan heran sm yg koar xiaomipoco beriklan
2911,3,0.3541,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",hp mid range ada iklan aja udah malas apalagi jt
2912,0,0.6258,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",userqrpboywdgn pke dns pribadi wkwkwk
2913,2,0.6791,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tonystarkzv lebih baik iklan daripada light saber lu
2914,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",ga mampu beli diam
2915,3,0.7388,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kirikanann sama aja gimana jelas jelas mengganggu infinix aja ga ada iklannya
2916,4,0.9283,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",pake samsung pun kalo pake app dari playstore juga hampir semua ada iklannya
2917,4,0.7546,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",fitur unik lainnya mode setrika hp mahal tanpa vapor chamber cooler auto bisa buat nyetrika baju
2918,0,0.6627,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",wkwkwkwkwk alasan utama hijrah dari poco
2919,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",
2920,3,0.8217,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",nunggu poco f
2921,3,0.9604,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",daripada jutaan tapi gengsi doang fitur lightsaber yg gabisa di nonaktifin fitur iklan bisa tuh di nonaktifin
2922,3,0.8218,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",lah iklan nya padahal bisa di matikan
2923,3,0.5135,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",rxstrelaagak lucu ga sih kita beli hp harga segitu masih ada iklan walaupun bisa dimatikan
2924,4,0.5249,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",tecno yg satu jutaan aja kaga ada iklan wkwkw
2925,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",minimal pinter dikit baeu komen
2926,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",mainkan dns
2927,4,0.8166,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",nasiputih yang mana bro
2928,4,0.9154,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",sebagus apapun masih gk kepincut dg brand inj
2929,3,0.8717,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",tinggal pake dns
2930,4,0.9625,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",hahahhha gw pake poco gk ada iklan nih asal pas awal konfigurasi hpnya lu matiin yg personalisasi iklan beress itu aja repot
2931,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",
2932,3,0.7329,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",iklan dimana sih bang iklan ada di aplikasi tema lagian siapa juga yg slalu buka aplikasi tema
2933,5,0.5092,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",maaih bingung hp yang ada iklannya tuh maksudnya gimana
2934,2,0.5887,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",wkwkwkwk poco poco
2935,4,0.6902,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",nasiputih emng udh rasain sendiri minimal pernah make baru ngomong begitu malu dong ga beli tapi ngomong begitu wkwkw
2936,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ucap orng katro yg gak tau cara atasi iklan
2937,5,0.3964,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",hooh kok aneh ya saya pake poco f dari awal beli malah gada iklan samsek
2938,3,0.8168,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",prmdhka tergantung kapasitas otak dia kan taunya cm iklan gak tau caranya mengatasi
2939,5,0.6949,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",ricardokaka tapi bang hp gw dari awal ga diapa²in emng gaada iklannya
2940,3,0.8529,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",cuma pas masuk theama aja trus iklan dari aplikasi third party juga ada itu bukan salah xiaomi hape lain juga ada
2941,3,0.6441,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ada settingnya di dns kan biar yang make mifans bisa menikmati no iklan entah itu fungsi atau ndak di hp saya masih aman masih mengecewakan sih harus setting dulu biar no iklan udah di range flagship padahal
2942,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kau buka tema setiap hari kah kok kena iklan terus
2943,3,0.8987,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",hidupnya maen hp buka tema doang mangkanya iklannya ga abis abis kalau gw mah ga pernah buka tema atau aplikasi dari xiaomi
2944,1,0.4085,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",ptsgamings iklannya bukan di tema shop doang kadang nongol di cleaner dan beberapa aplikasi bawaan xiaomi
2945,4,0.945,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",itu artinya lu ngehalu manada iklan di hp xiaomi sampe mengganggu kebanyakan hoax lu
2946,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",gua juga galaxy sreg
2947,0,0.8106,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",garansi lightsaber
2948,0,0.5846,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",opini jadul freemasonry
2949,4,0.9378,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",desain hpnya juga bagusan samsung deh menurutku lebih elegan
2950,4,0.6569,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",razanna setuju dgn tulisan samsung menambah kemewahan
2951,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",nambah dikit sekitar jt an
2952,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",cimotbejodikit lagi bang jt dpt yg ultra
2953,0,0.8936,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",cimotbejo suut yg penting nambah dikit
2954,4,0.9506,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",bagi saya bukan ada harga ada kualitas klw cm gara iklan dan ltpo yg sudah ber lttpo atau nggak sama aja iklan mungkin setelah video ini akan hilang klw pun nggak poco seri f dr dulu bs mengatasinya bisa jadi nanti setelah video ini iklan nya hilang klw nggak pun masalah nya apa bisa di off kan apalagi poco seri f bypass charging pun nggak perlu lah charger w isi bbrp menit full lg sot pun lama dari semua hp flagship pun yg mampu mengimbangi suhu poco ultra ini cuma vivo x pro flagship yg lainnya di game genshin rata c bahkan byk youtuber lokal maupun luar negeri ini poco ultra rata c c tahu artinya kan baterai awet yg lainnya pun berfungsi bkn gimmick seperti video kamera ketahanan body ip rating dll nya poco pula dewa hp oprek umur foreva
2955,4,0.8554,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",samsung ada dex mode yang menurut gw sangat plus disitu poco udah flagship aja dari dulu gk ada mode desktopnya terakhir blackshark tapi udah gk ada lagi abis itu
2956,4,0.4269,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",gw rencana ambil x
2957,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",cimotbejo jutaan tepatnya
2958,2,0.9292,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",zenothkunorg punya s pasti laptopnya miniimal rog bang klo g ultrabook
2959,0,0.669,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",klo gw mah mending nambah dikit beberapa m dpt tuh bugatti
2960,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",gua beli a untuk hp utama poco x buat hp ke dua cukup lah
2961,0,0.4876,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",s harganya jt coy nambah dikit darimana itu mah nambah
2962,1,0.617,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",ahmadsik belum tentu karena temen gw pun tak ada laptop tapi baru tau dia kalo mode dex itu ada kalo gw bukan karena pembanding buat laptop tapi lebih pengen pake aja buat kantor rumah karena enteng gk bawa gedegede
2963,4,0.8391,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",gw pribadi harga segitu skip ini bukan hanya soal chipset elite tapi ada iklan tapi intefacenya ekosistemnya dll yg blm matang
2964,1,0.3815,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",cimotbejo org beli hp jt lebih pasti punya uang bang pasti lebih pilih langsung ke samsung klo nggk rog phone
2965,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",harga berapa
2966,0,0.8936,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",freemasonry tahun kpn itu samsung udah berbenah
2967,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",ga semua orang menganggap jt itu nambah sedikit bang
2968,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",nambah juta sedikit
2969,4,0.9554,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",dimasprasetyo s di ecommerce itu itu preferensi saya kalau masih dianggap terlalu tinggi ada pilihan lain snapdragon elite ada xiaomi reguler processornya sama
2970,4,0.9095,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",kualitas tetep aja bagus hrga bisa lbih murah itu karnah iklan supaya poco bisa menekan harga lebih murah tampa mengorbankan componen yg penting klo soal iklan itu mudah untuk di atasin tinggal di nonaktifkan aja iklanya emng smsul ini sngt bgus tp di liht dri pendahulu flagship nya yg layarnya mudah munculin petir warna warni jadi ragu untuk di pake jngka panjangnya apa lg cuma seri s biasa bukan ultra
2971,0,0.632,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",ga nyesel ambil xiaomi ternyata beda dikit dari f ultra wkwkwk
2972,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",nice choice
2973,4,0.6916,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",di harga jt ga mentingin kamera sih bulshit apalagi kamera depan masih jitter kaya gada ois
2974,4,0.7395,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",kalau harganya semahal gitu lebih baik menunggu sih poco x gt ataupun poco f reguler
2975,5,0.4816,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",tomikurniawanga semua orang peduli kamera bro mau se flagship apa pun ada banyak orang yg ga terlalu peduli sama kamera
2976,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",tomikurniawan bang gua yg mau pake hp bukan elu
2977,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",firmanaikatsukiwarriors kan ngga mau adaaaaaaaaaa iklan
2978,3,0.5805,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",firmanaikatsukiwarriors udah ada f gt makanya ada pertimbangan mau pake xiaomi lagi atau nggak pas mau upgrade
2979,1,0.6234,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",hahahaha camera kaya kuda lumping mirip hp jtaan
2980,0,0.7596,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",iqool sayangnya kamera depannya gempa banget sudah kyak hp murahan
2981,1,0.5078,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",tomikurniawan klo dia udah punya s ultra kan kita gk tau mungkin dia butuh tambahan hp gaming jadi pilih iqoo tapi klo butuh yg lebih all rounder ya jelas menang poco kemana terutama di kamera lebih murah lagi
2982,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",f ultra overheat
2983,4,0.7403,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",hasil kamera depan iqoo lebih ganggu bang daripada iklan di poco fu
2984,1,0.9371,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",𝐊𝐚𝐥𝐨 𝐢𝐤𝐥𝐚𝐧 𝐦𝐮𝐧𝐜𝐮𝐥 𝐦𝐚𝐡 𝐩𝐚𝐤𝐞 𝐝𝐧𝐬 𝐚𝐝𝐠𝐮𝐚𝐫𝐝
2985,1,0.7801,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",f bukan andelin gaming ingat itu gaming bisa redmagic atau rog mungkin bisa aja iqoo tergantung enaknya dimana gw suka rog sama redmagic
2986,2,0.6432,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",mrfllxcc nah iya makanya kan pas liat review gk terlalu nonjol di gaming meskipun ada fitur gamingnya redmagic kepincut emang cuma budgetnya kurang
2987,5,0.9137,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",tomikurniawan bang yg mau pake hpnya gua bukan elu
2988,3,0.6857,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",firmanaikatsukiwarriors udah ada f gt makanya ada pertimbangan mau pake xiaomi lagi atau nggak
2989,3,0.8151,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",dulgani asli hp mahal tapi kamera depan gempa wkwkwk poco ada iklan gw mantan user xiaomi redmi note sama poco f selama pake hpnya gk keganggu iklannya dan gk seagresif yg diomongin orang yg bilang dikit iklan dikit iklan
2990,1,0.9549,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",tomikurniawankalau mentingin kamera gak mungkin juga beli poco maupun iqoo bang udah pasti pilihannya vivo oppo samsung ip
2991,4,0.4825,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",firmanaikatsukiwarriors f reguler gak ada bang kayaknya mereka ilangin karena x pro udh ambil kelasnya f series yang base
2992,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",tapi iklannya bisa di nonaktif gak bakal berubah settingannya selama gak di reset hp
2993,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",gak ada bypass charge tapi punya wireless charge
2994,0,0.8936,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",rebahan kalah sama itel s stabilhaha
2995,1,0.8664,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",gw aja pake iqoo mau jual
2996,0,0.4996,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",miriokun betul cuma buat saya yg utamanya emang buat gaming bypass lebih berguna ketimbang wireless
2997,5,0.7662,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",tomikurniawan smper ongen iq tpi kameranya parah keknya lari ke sfe saja lahmain game juga ga terlalu rajin
2998,2,0.9165,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",main game doang kenapa gak ipad pro aja
2999,1,0.6702,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",iqoo gk ada wireless chargingnya kamera apa adanya
3000,3,0.9636,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bsw_id iya betul walaupun ga pentingin kamera tapi kalo mahal kameranya gempa ya tetep lebih ganggu iklan mah bisa di ilangin juga bisa
3001,4,0.5532,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",tomikurniawan kalau lu vlogger sih ok tpi nyatanya sensor nya bagusan iqoo ujung²nya kalau foto kelihatan tuh mana yg lebih detail mp iqoo kamera belakang juga bawaan dari x series kecuali yg telenya ga dibawa usb udh ga layar pun pake material q baru bukan layar material lama m banyak spek yg dipotong poco lucunya harganya masih nyenggol pdhl ada iklannya
3002,4,0.945,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",perkara iklan bisa di off in lagian cmn di apk bawaan yg gak suka di buka
3003,3,0.7519,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bsw_idya krn di xiaomi iklanya bisa di nonaktifkan jdi gk bakal ganggu iklanya gw anehnya mereka pasang iklan tapi juga sediaiin fitur nonaktifkan iklan knp gk sekalian gak usah ada iklan lagian iklannya bisa di nonaktifkan
3004,5,0.8129,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",pilihan yg bijak
3005,4,0.5099,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",iya setelah ini saya mutusin poco f ultra ini si daripada iqoo dari segi chipset kamera fitur ya walaupun sama aja fiturnya kaya f yg lagi dipegang ini iklan pakein dns done no iklan ga masalahin soal kamera seperti yg dikatakan orang² jelas omong kosong masa hp mahal kamera hp murah so begitulah ga perlu banyak mikir ambil poco f ultra
3006,0,0.5818,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",maaf saya mau ralat untuk soal bypass charging iqoo mau kasih tau kalo bypass mereka itu blm sempurna gk seperti asus rog yang bener hanya ngecharge ke chip atau mobo hpnya untuk sistem bypassnya tapi semua tergantung anda yang punya duit ya saya cuma kasih tau aj
3007,3,0.1945,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",goo ok
3008,2,0.9165,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",juta cuma nyari performa mah mubazir
3009,4,0.9508,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",fikriawalil jt juga kalau dapetnya iklan nggak banget saya carinya performa kok bukan yg lain lain karna emang fokusnya buat gaming
3010,3,0.6453,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ashuiklan itu cuma di aplikasi bawaan yg notabene nya jarang dibuka apalagi ada fitur buat dinonaktifkan opsi dns juga sedangkan kamera itu ga bisa diapa apain jadi kalo sewaktu waktu kepake yaa terima hasilnya yg kurang detail atau vlog goyang dari suhu juga sedikit lebih better fu pas gaming walaupun antutu emang sedikit lebih rendah cuma kalo emang fokus gamingnya doang apalagi yg sering berjam jam kaya main game mihoyo atau push rank ml ambil iqoo aja sih karena bisa gaming seharian sambil cas
3011,1,0.5796,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",kan ada satu lagi yang f pro kemarin juga baru direview tapi harganya masih belum rilis
3012,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",ashu kenapa ga rog aja
3013,2,0.9386,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",daniramadhanpercuma bro dia mah ngomong doang tapi kaga beli
3014,4,0.9283,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",tomikurniawangw termasuk orang yg beli hp harga berapapun ga mentingin kamera
3015,4,0.6956,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",hp jt itu kamera wajib bagus aplgi performa udah pasti bagus klo gak mentingin kamera pdhal ada pilihan f xiaomi tpro yg kamera sama performanya seimbang
3016,5,0.6014,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",macchelklo bypass infinix jg bs tp gw tetep pilih f ultra ini aja lah
3017,3,0.8717,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",putratransportjqchipset beda kelas
3018,2,0.6403,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",iqoo wkwk mending rog red magic iqoo hp gaje
3019,4,0.5081,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",iklan itu cuma di apk bawaan yg jarang kalian buka lagian bisa di off in dan gak se agresif yg dibilang orang²ini juga hp dgn naga elite paling murah punyaa dulu baru boleh komen el banding banding
3020,1,0.6454,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",iqoo klau utk performance okay tapi utk camera out terus tk berbaloi klau poco minus pun gaming nya yg penting rekod takde gempa
3021,0,0.6751,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",hallah kalau masalah cuma iklan itu cuma gorengan ajadikira iklannya pop up kali ya
3022,1,0.456,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",andresaputra cuma saya user poco dan iklan nya memang muncul pas buka file manager security dll kalau nggak masalah dicekokin iklan terus sih terserah saya nggak
3023,3,0.9178,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ashu di harga sama ada xiaomi yang all roll
3024,3,0.9466,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ashu katanya buat gaming ngapain luh buka apl bawaan lucu anda
3025,3,0.6923,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ashufokus nyari performa buat ngegamemuak ama iklan ambil iqoo dh pilihan yg tepat cooling system mmnya mantep kalau dh kebiasa ama iklan baru dh g masalah ambil yg lain karena gw ga masalah ama iklan gw ambil xiaomi tpi syaratnya kudu gahar disektor kamera ama performafitur sdgkn gw make f dan setau gw poco fokus diperforma doang mau versi entryhigendnya ttp fokusnya sama jdinya gw mutusin buat ambil t pro asli fiturperformakamera gahar sesuai ekspetasi esim jg ada gk kek poco f ultra gk ada esim makanya aga heran kok bisanya poco klaim f ultra masuk line up flagship
3026,1,0.937,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",tototototot matot anomali hp yg sering matot konon katanya hp ini banyak masalahnya iiihhh takottnyeee
3027,2,0.5752,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",ryhteamyt x pro jg matot ga
3028,3,0.5617,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",meanwhile samsung s series yg jtan juga gacha bisa kena random matot random light saber
3029,3,0.7247,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",ryhteamyt buktikan dlu sendiri aku make dari x pro sampe skrg ganti x pro gak ada tuh matot
3030,4,0.4136,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",sory bro elite ga sepanas itu jdi gamungkin matot ryhteamyt
3031,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tim nonton doang paling bisa nya nyinyir
3032,3,0.7331,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",fomo bngt nih bocah matot matot matotbelicobabaru komenkocak
3033,4,0.5461,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",ryhteamyt gw pake poco f udah hampir setahun gak ada kasus matot bang lu gak pernah beli poco versi flagship sih
3034,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",w make poco m ja msh idup
3035,4,0.4384,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",poco f gw ga ada angin ga ada hujan tiba mati suruh ganti mesin minta jt di sc resmi semoga pada ngerasain juga yah yg beli poco amin
3036,1,0.9444,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",mys gw punya poco x pro matot bulan kemaren udah coba di service matot lagi
3037,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",wkwkwk hp experimental mau deketin harga flagship
3038,1,0.937,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",nonaditakymatot juga bredi fb ada yg postlagian brand oren hp gachaquality control gk jelas
3039,4,0.8165,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",overheat wkwkw
